Order Date,Invoice No,Customer ID,Product Name,Qty,Unit Price,Total,Region,Channel,_is_outlier
13/12/2023,INV-00800,1204,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
11/12/2023,INV-00091,1296,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
22/12/2023,INV-01134,1389,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
25/03/2024,INV-00407,1312,Grinder,3,$129.00,$387.00,East,Online,False
03/05/2024,INV-00835,1335,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
30/06/2023,INV-00620,1344,Milk Frother,3,$39.90,$119.70,West,In-store,False
21/04/2023,INV-00907,1250,Filter Papers,1,$4.25,$4.25,South,In-store,False
01/06/2024,INV-00271,1100,Filter Papers,3,$4.25,$12.75,North,In-store,False
20/11/2023,INV-00935,1355,Filter Papers,2,$4.25,$8.50,North,Online,False
30/04/2024,INV-00344,1310,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
09/03/2024,INV-00839,1035,Espresso Machine,1,$449.00,$449.00,West,Online,False
17/03/2023,INV-00851,1010,Grinder,1,$129.00,$129.00,West,Online,False
05/07/2023,INV-00919,1087,Mug Set,2,$24.00,$48.00,West,In-store,False
25/02/2024,INV-00409,1191,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
23/06/2024,INV-00895,1362,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
20/06/2024,INV-00503,1307,Filter Papers,2,$4.25,$8.50,West,Online,False
28/05/2024,INV-00773,1072,Mug Set,2,$24.00,$48.00,West,In-store,False
08/10/2023,INV-01197,1250,Filter Papers,1,$4.25,$4.25,South,Online,False
03/01/2023,INV-00218,1033,Milk Frother,1,$39.90,$39.90,East,Online,False
17/02/2023,INV-00119,1018,Milk Frother,3,$39.90,$119.70,East,In-store,False
05/06/2024,INV-01045,1155,Milk Frother,3,$39.90,$119.70,West,In-store,False
14/09/2023,INV-00960,1193,Grinder,3,$129.00,$387.00,West,Online,False
23/10/2023,INV-00326,1286,Grinder,1,$129.00,$129.00,North,In-store,False
21/05/2024,INV-00995,1037,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
23/01/2023,INV-00062,1238,Filter Papers,2,$4.25,$8.50,North,Online,False
11/03/2023,INV-00709,1256,Grinder,1,$129.00,$129.00,South,Online,False
02/06/2024,INV-00325,1212,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
22/03/2024,INV-00939,1002,Filter Papers,3,$4.25,$12.75,West,Online,False
17/07/2023,INV-00665,1297,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
11/04/2024,INV-01157,1042,Espresso Machine,1,$449.00,$449.00,North,Online,False
24/12/2023,INV-00351,1333,Grinder,2,$129.00,$258.00,West,Online,False
15/04/2023,INV-00283,1274,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
06/03/2023,INV-00604,1008,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
17/03/2023,INV-00914,1186,Filter Papers,1,$4.25,$4.25,South,Online,False
28/06/2024,INV-00090,1358,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
24/02/2024,INV-00878,1014,Grinder,1,$129.00,$129.00,South,In-store,False
07/11/2023,INV-01131,1240,Mug Set,2,$24.00,$48.00,East,Online,False
14/04/2023,INV-00195,1026,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
28/04/2024,INV-00740,1350,Coffee Beans 1kg,3,$18.50,$55.50,South,Online,False
16/04/2024,INV-00850,1077,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
05/01/2023,INV-01166,1195,Espresso Machine,3,$449.00,"$1,347.00",North,In-store,False
13/09/2023,INV-00200,1241,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
23/04/2024,INV-00361,1133,Filter Papers,1,$4.25,$4.25,West,In-store,False
14/06/2024,INV-00444,1119,Filter Papers,2,$4.25,$8.50,North,In-store,False
19/10/2023,INV-00642,1053,Filter Papers,1,$4.25,$4.25,South,In-store,False
06/06/2023,INV-00425,1370,Grinder,1,$129.00,$129.00,North,In-store,False
20/09/2023,INV-00112,1294,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
01/05/2023,INV-00746,1126,Coffee Beans 1kg,3,$18.50,$55.50,South,Online,False
17/07/2023,INV-00550,1047,Milk Frother,3,$39.90,$119.70,South,Online,False
05/02/2023,INV-00761,1194,Mug Set,3,$24.00,$72.00,West,Online,False
07/06/2024,INV-00903,1333,Coffee Beans 1kg,1,$18.50,$18.50,South,In-store,False
05/07/2023,INV-00753,1334,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
14/09/2023,INV-00693,1071,Coffee Beans 1kg,1,$18.50,$18.50,East,Online,False
09/09/2023,INV-00227,1274,Coffee Beans 1kg,3,$18.50,$55.50,West,Online,False
18/06/2024,INV-00039,1028,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
01/11/2023,INV-00164,1180,Mug Set,1,$24.00,$24.00,West,Online,False
27/09/2023,INV-00394,1269,Grinder,1,$129.00,$129.00,,Online,False
26/01/2023,INV-00107,1039,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
18/12/2023,INV-00613,1206,Grinder,3,$129.00,$387.00,West,Online,False
25/04/2024,INV-00799,1085,Filter Papers,3,$4.25,$12.75,North,Online,False
07/03/2024,INV-00976,1072,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
16/02/2023,INV-00343,1312,Mug Set,2,$24.00,$48.00,South,In-store,False
20/03/2024,INV-00680,1015,Grinder,2,$129.00,$258.00,South,Online,False
10/01/2024,INV-00840,1309,Grinder,1,$129.00,$129.00,North,Online,False
09/01/2024,INV-00107,1113,Filter Papers,3,$4.25,$12.75,East,In-store,False
27/08/2023,INV-01053,1298,Filter Papers,2,$4.25,$8.50,East,Online,False
20/06/2023,INV-00580,1346,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
30/06/2023,INV-00804,1389,Filter Papers,3,$4.25,$12.75,West,In-store,False
03/02/2024,INV-00774,1149,Filter Papers,2,$4.25,$8.50,West,Online,False
06/02/2023,INV-00468,1385,Milk Frother,3,$39.90,$119.70,North,In-store,False
17/05/2023,INV-00098,1308,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
06/02/2023,INV-01172,1359,Mug Set,3,$24.00,$72.00,East,Online,False
04/08/2023,INV-00753,1394,Filter Papers,2,$4.25,$8.50,East,In-store,False
25/01/2024,INV-00618,1373,Mug Set,2,$24.00,$48.00,East,Online,False
12/06/2023,INV-00964,1325,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
14/04/2024,INV-00163,1148,Milk Frother,3,$39.90,$119.70,West,Online,False
05/05/2024,INV-00298,1394,Milk Frother,2,$39.90,$79.80,South,In-store,False
19/02/2024,INV-00081,1353,Espresso Machine,2,$449.00,$898.00,,In-store,False
14/04/2024,INV-00902,1194,Grinder,2,$129.00,$258.00,North,In-store,False
06/12/2023,INV-01170,1038,Coffee Beans 1kg,3,$18.50,$55.50,North,In-store,False
26/07/2023,INV-00749,1380,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
12/02/2024,INV-00882,1266,Espresso Machine,3,$449.00,"$1,347.00",East,Online,False
17/05/2024,INV-00428,1078,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
14/05/2023,INV-01101,1076,Milk Frother,1,$39.90,$39.90,East,Online,False
31/10/2023,INV-00556,1076,Mug Set,2,$24.00,$48.00,West,In-store,False
23/01/2024,INV-00442,1172,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
18/10/2023,INV-01173,1277,Milk Frother,1,$39.90,$39.90,South,Online,False
09/12/2023,INV-00432,1089,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
07/02/2023,INV-00477,1386,Filter Papers,3,$4.25,$12.75,West,Online,False
18/04/2024,INV-00715,1007,Mug Set,3,$24.00,$72.00,,In-store,False
28/08/2023,INV-00621,1256,Mug Set,2,$24.00,$48.00,West,In-store,False
03/01/2024,INV-00591,1264,Mug Set,2,$24.00,$48.00,South,Online,False
22/02/2024,INV-00478,1229,Filter Papers,3,$4.25,$12.75,North,Online,False
22/09/2023,INV-00972,1299,Coffee Beans 1kg,2,$18.50,$37.00,South,In-store,False
20/04/2024,INV-00182,1345,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
12/05/2023,INV-00694,1187,Coffee Beans 1kg,3,$18.50,$55.50,,Online,False
12/03/2023,INV-00278,1109,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
03/08/2023,INV-01063,1160,Espresso Machine,2,$449.00,$898.00,North,In-store,False
14/02/2024,INV-00314,1352,Filter Papers,3,$4.25,$12.75,North,In-store,False
22/09/2023,INV-00088,1299,Espresso Machine,3,$449.00,"$1,347.00",West,Online,False
29/04/2024,INV-00528,1023,Grinder,1,$129.00,$129.00,West,Online,False
22/05/2024,INV-00339,1358,Filter Papers,2,$4.25,$8.50,North,In-store,False
25/03/2024,INV-00496,1085,Filter Papers,2,$4.25,$8.50,North,Online,False
25/09/2023,INV-00073,1124,Grinder,3,$129.00,$387.00,North,Online,False
20/01/2023,INV-00391,1324,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
13/02/2023,INV-01138,1249,Espresso Machine,1,$449.00,$449.00,East,Online,False
01/12/2023,INV-00435,1223,Filter Papers,3,$4.25,$12.75,West,Online,False
13/03/2024,INV-00633,1042,Grinder,2,$129.00,$258.00,West,Online,False
22/05/2023,INV-00598,1334,Filter Papers,3,$4.25,$12.75,West,Online,False
22/03/2024,INV-00404,1182,Espresso Machine,1,$449.00,$449.00,East,Online,False
18/12/2023,INV-00083,1152,Mug Set,1,$24.00,$24.00,South,Online,False
31/03/2024,INV-00307,1263,Mug Set,3,$24.00,$72.00,West,In-store,False
15/01/2024,INV-00994,1013,Grinder,3,$129.00,$387.00,South,Online,False
10/09/2023,INV-00891,1174,Milk Frother,1,$39.90,$39.90,South,In-store,False
12/05/2023,INV-00622,1232,Espresso Machine,3,$449.00,"$1,347.00",East,In-store,False
01/11/2023,INV-01033,1248,Coffee Beans 1kg,2,$18.50,$37.00,West,In-store,False
04/01/2023,INV-00926,1259,Filter Papers,2,$4.25,$8.50,South,In-store,False
15/04/2023,INV-01083,1175,Filter Papers,1,$4.25,$4.25,East,Online,False
17/01/2024,INV-00168,1048,Coffee Beans 1kg,3,$18.50,$55.50,North,Online,False
11/03/2023,INV-00598,1081,Filter Papers,1,$4.25,$4.25,East,Online,False
16/03/2024,INV-01193,1245,Mug Set,2,$24.00,$48.00,East,In-store,False
06/03/2023,INV-01176,1046,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
14/01/2023,INV-01162,1298,Filter Papers,3,$4.25,$12.75,North,In-store,False
13/06/2024,INV-00261,1257,Mug Set,1,$24.00,$24.00,North,Online,False
22/09/2023,INV-00987,1384,Coffee Beans 1kg,3,$18.50,$55.50,,In-store,False
30/01/2023,INV-00951,1017,Grinder,3,$129.00,$387.00,North,Online,False
27/05/2023,INV-00866,1265,Filter Papers,3,$4.25,$12.75,East,Online,False
21/05/2023,INV-00087,1070,Grinder,2,$129.00,$258.00,West,Online,False
23/06/2023,INV-00330,1230,Mug Set,2,$24.00,$48.00,West,In-store,False
19/03/2023,INV-00082,1341,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
09/09/2023,INV-00471,1260,Filter Papers,3,$4.25,$12.75,West,Online,False
06/05/2023,INV-00511,1326,Mug Set,3,$24.00,$72.00,East,Online,False
16/01/2024,INV-00462,1157,Espresso Machine,1,$449.00,$449.00,East,Online,False
16/06/2024,INV-00720,1187,Grinder,3,$129.00,$387.00,South,In-store,False
09/05/2024,INV-00100,1216,Grinder,1,$129.00,$129.00,East,Online,False
13/02/2024,INV-01179,1132,Coffee Beans 1kg,2,$18.50,$37.00,West,In-store,False
18/01/2024,INV-00691,1177,Espresso Machine,1,$449.00,$449.00,North,Online,False
13/02/2024,INV-00827,1102,Coffee Beans 1kg,3,$18.50,$55.50,North,In-store,False
30/10/2023,INV-00297,1221,Milk Frother,2,$39.90,$79.80,East,Online,False
25/09/2023,INV-00419,1345,Espresso Machine,1,$449.00,$449.00,West,In-store,False
22/09/2023,INV-01078,1257,Mug Set,1,$24.00,$24.00,South,Online,False
02/10/2023,INV-00466,1187,Filter Papers,3,$4.25,$12.75,South,Online,False
08/03/2024,INV-01187,1261,Filter Papers,3,$4.25,$12.75,West,Online,False
07/10/2023,INV-00508,1067,Filter Papers,2,$4.25,$8.50,West,In-store,False
19/06/2024,INV-00568,1338,Filter Papers,2,$4.25,$8.50,North,Online,False
18/04/2023,INV-01150,1159,Filter Papers,1,$4.25,$4.25,,Online,False
19/06/2024,INV-00580,1067,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
20/05/2024,INV-00389,1131,Mug Set,2,$24.00,$48.00,North,Online,False
19/11/2023,INV-00665,1090,Milk Frother,3,$39.90,$119.70,East,In-store,False
03/04/2023,INV-00004,1164,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
14/03/2023,INV-00518,1129,Coffee Beans 1kg,3,$18.50,$55.50,,In-store,False
13/04/2023,INV-00532,1167,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
10/06/2023,INV-00002,1373,Milk Frother,2,$39.90,$79.80,East,Online,False
07/03/2024,INV-00467,1315,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
10/06/2024,INV-00079,1258,Filter Papers,3,$4.25,$12.75,West,In-store,False
03/04/2023,INV-00624,1345,Espresso Machine,1,$449.00,$449.00,West,Online,False
27/01/2023,INV-00780,1050,Coffee Beans 1kg,1,$18.50,$18.50,East,Online,False
03/05/2024,INV-00254,1294,Filter Papers,2,$4.25,$8.50,North,Online,False
22/05/2023,INV-00544,1123,Filter Papers,3,$4.25,$12.75,East,In-store,False
09/05/2024,INV-00295,1304,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
07/01/2024,INV-00129,1280,Milk Frother,3,$39.90,$119.70,North,Online,False
31/01/2024,INV-00140,1358,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
08/11/2023,INV-00308,1080,Filter Papers,3,$4.25,$12.75,East,In-store,False
28/04/2023,INV-00805,1069,Filter Papers,1,$4.25,$4.25,East,Online,False
29/06/2023,INV-00345,1299,Mug Set,1,$24.00,$24.00,North,Online,False
08/12/2023,INV-00530,1391,Coffee Beans 1kg,2,$18.50,$37.00,North,In-store,False
12/09/2023,INV-00572,1375,Grinder,2,$129.00,$258.00,West,Online,False
24/05/2024,INV-00930,1345,Filter Papers,2,$4.25,$8.50,East,Online,False
06/11/2023,INV-00296,1371,Filter Papers,3,$4.25,$12.75,West,Online,False
10/08/2023,INV-00722,1016,Grinder,3,$129.00,$387.00,West,Online,False
12/06/2024,INV-00441,1195,Grinder,1,$129.00,$129.00,South,Online,False
12/03/2023,INV-01123,1097,Milk Frother,1,$39.90,$39.90,South,Online,False
19/09/2023,INV-00124,1136,Filter Papers,2,$4.25,$8.50,North,Online,False
19/03/2023,INV-00059,1274,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
23/02/2023,INV-00462,1071,Coffee Beans 1kg,1,$18.50,$18.50,North,In-store,False
03/08/2023,INV-00972,1315,Filter Papers,2,$4.25,$8.50,East,Online,False
04/05/2023,INV-00422,1058,Mug Set,3,$24.00,$72.00,East,In-store,False
15/12/2023,INV-00713,1098,Filter Papers,2,$4.25,$8.50,West,In-store,False
05/04/2024,INV-01186,1024,Mug Set,3,$24.00,$72.00,West,In-store,False
29/01/2023,INV-00197,1156,Filter Papers,3,$4.25,$12.75,North,Online,False
19/05/2024,INV-00690,1330,Filter Papers,1,$4.25,$4.25,South,In-store,False
13/08/2023,INV-00313,1036,Mug Set,3,$24.00,$72.00,West,In-store,False
14/04/2023,INV-00066,1135,Filter Papers,3,$4.25,$12.75,East,Online,False
04/09/2023,INV-00734,1340,Milk Frother,1,$39.90,$39.90,East,Online,False
18/01/2023,INV-00979,1098,Grinder,3,$129.00,$387.00,East,In-store,False
12/10/2023,INV-00500,1123,Mug Set,2,$24.00,$48.00,North,Online,False
27/05/2024,INV-00183,1351,Coffee Beans 1kg,1,$18.50,$18.50,South,In-store,False
09/11/2023,INV-00284,1369,Espresso Machine,2,$449.00,$898.00,West,In-store,False
17/02/2023,INV-00766,1055,Grinder,3,$129.00,$387.00,East,Online,False
17/04/2024,INV-00117,1025,Milk Frother,3,$39.90,$119.70,East,Online,False
18/08/2023,INV-00241,1054,Grinder,3,$129.00,$387.00,West,Online,False
17/03/2024,INV-00681,1381,Filter Papers,2,$4.25,$8.50,North,Online,False
18/09/2023,INV-00418,1105,Filter Papers,2,$4.25,$8.50,East,Online,False
31/03/2023,INV-00262,1009,Filter Papers,3,$4.25,$12.75,,Online,False
02/06/2024,INV-00828,1333,Milk Frother,1,$39.90,$39.90,South,Online,False
25/03/2023,INV-00458,1094,Grinder,1,$129.00,$129.00,North,Online,False
15/01/2024,INV-00371,1049,Milk Frother,3,$39.90,$119.70,,Online,False
24/07/2023,INV-00819,1262,Grinder,2,$129.00,$258.00,East,Online,False
15/01/2024,INV-00588,1080,Mug Set,3,$24.00,$72.00,South,Online,False
14/05/2024,INV-01151,1330,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
04/06/2024,INV-00118,1370,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
04/02/2023,INV-00782,1122,Grinder,3,$129.00,$387.00,South,Online,False
15/09/2023,INV-00701,1350,Filter Papers,3,$4.25,$12.75,East,Online,False
04/06/2023,INV-00557,1303,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
13/09/2023,INV-00475,1277,Filter Papers,1,$4.25,$4.25,East,In-store,False
23/05/2024,INV-00932,1201,Coffee Beans 1kg,3,$18.50,$55.50,,Online,False
06/09/2023,INV-00822,1056,Espresso Machine,3,$449.00,"$1,347.00",North,In-store,False
21/04/2024,INV-00276,1209,Filter Papers,3,$4.25,$12.75,West,Online,False
24/02/2024,INV-01156,1285,Filter Papers,1,$4.25,$4.25,North,Online,False
04/10/2023,INV-00874,1129,Filter Papers,2,$4.25,$8.50,North,Online,False
16/05/2024,INV-00780,1397,Coffee Beans 1kg,1,$18.50,$18.50,East,Online,False
22/06/2024,INV-00191,1156,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
01/11/2023,INV-00744,1276,Grinder,2,$129.00,$258.00,South,In-store,False
24/06/2024,INV-00551,1178,Grinder,1,$129.00,$129.00,East,Online,False
04/01/2024,INV-00465,1216,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
29/03/2024,INV-00670,1126,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
29/10/2023,INV-00563,1290,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
19/03/2023,INV-00284,1289,Filter Papers,1,$4.25,$4.25,West,In-store,False
22/06/2023,INV-00020,1359,Grinder,2,$129.00,$258.00,South,In-store,False
08/01/2024,INV-00417,1242,Grinder,1,$129.00,$129.00,South,Online,False
19/12/2023,INV-00889,1167,Coffee Beans 1kg,3,$18.50,$55.50,West,Online,False
04/07/2023,INV-00212,1169,Grinder,1,$129.00,$129.00,North,Online,False
22/02/2023,INV-00451,1282,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
03/05/2024,INV-00903,1192,Grinder,2,$129.00,$258.00,West,Online,False
30/03/2024,INV-00908,1248,Filter Papers,2,$4.25,$8.50,West,Online,False
13/01/2023,INV-01133,1079,Coffee Beans 1kg,2,$18.50,$37.00,West,In-store,False
25/05/2024,INV-00087,1243,Coffee Beans 1kg,1,$18.50,$18.50,East,Online,False
21/11/2023,INV-00289,1201,Mug Set,1,$24.00,$24.00,South,In-store,False
30/04/2023,INV-00158,1187,Grinder,2,$129.00,$258.00,East,In-store,False
26/01/2023,INV-00732,1364,Milk Frother,3,$39.90,$119.70,,In-store,False
02/03/2024,INV-00654,1151,Filter Papers,1,$4.25,$4.25,South,In-store,False
29/05/2023,INV-00679,1227,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
03/02/2024,INV-00310,1003,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
14/07/2023,INV-00576,1305,Filter Papers,2,$4.25,$8.50,North,Online,False
13/03/2023,INV-00051,1325,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
23/11/2023,INV-00541,1375,Mug Set,1,$24.00,$24.00,North,Online,False
28/04/2023,INV-00292,1208,Filter Papers,2,$4.25,$8.50,East,Online,False
05/08/2023,INV-00391,1235,Filter Papers,3,$4.25,$12.75,West,Online,False
29/09/2023,INV-00558,1252,Coffee Beans 1kg,2,$18.50,$37.00,South,In-store,False
19/04/2023,INV-00078,1148,Filter Papers,1,$4.25,$4.25,West,Online,False
07/09/2023,INV-00739,1109,Mug Set,2,$24.00,$48.00,South,Online,False
04/12/2023,INV-00622,1082,Filter Papers,2,$4.25,$8.50,South,Online,False
04/12/2023,INV-00609,1211,Filter Papers,2,$4.25,$8.50,North,In-store,False
16/05/2023,INV-00709,1299,Grinder,3,$129.00,$387.00,East,In-store,False
20/05/2023,INV-00574,1013,Filter Papers,3,$4.25,$12.75,East,Online,False
20/05/2023,INV-00405,1029,Filter Papers,3,$4.25,$12.75,North,Online,False
27/03/2024,INV-00104,1193,Filter Papers,1,$4.25,$4.25,South,Online,False
30/06/2024,INV-00739,1060,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
18/09/2023,INV-00669,1209,Filter Papers,2,$4.25,$8.50,West,Online,False
17/06/2023,INV-00952,1225,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
24/06/2024,INV-00464,1117,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
06/02/2023,INV-00720,1221,Filter Papers,1,$4.25,$4.25,East,Online,False
08/12/2023,INV-00988,1108,Coffee Beans 1kg,2,$18.50,$37.00,South,In-store,False
21/01/2024,INV-00488,1255,Grinder,2,$129.00,$258.00,North,Online,False
09/03/2024,INV-00654,1248,Grinder,2,$129.00,$258.00,East,In-store,False
21/06/2024,INV-00267,1055,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
24/03/2024,INV-00466,1039,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
04/09/2023,INV-00953,1160,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
14/10/2023,INV-00214,1050,Grinder,1,$129.00,$129.00,West,Online,False
26/07/2023,INV-00130,1147,Coffee Beans 1kg,1,$18.50,$18.50,North,In-store,False
17/01/2024,INV-00295,1074,Filter Papers,1,$4.25,$4.25,West,In-store,False
19/06/2024,INV-00221,1332,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
11/09/2023,INV-00512,1137,Mug Set,2,$24.00,$48.00,South,Online,False
15/12/2023,INV-01148,1078,Coffee Beans 1kg,1,$18.50,$18.50,West,In-store,False
11/11/2023,INV-00051,1387,Coffee Beans 1kg,1,$18.50,$18.50,North,In-store,False
03/09/2023,INV-00467,1375,Mug Set,2,$24.00,$48.00,South,In-store,False
19/09/2023,INV-00976,1340,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
11/12/2023,INV-00571,1118,Grinder,1,$129.00,$129.00,South,Online,False
03/10/2023,INV-00031,1174,Filter Papers,3,$4.25,$12.75,North,Online,False
20/06/2024,INV-00706,1274,Filter Papers,3,$4.25,$12.75,South,In-store,False
06/01/2024,INV-00844,1275,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
05/09/2023,INV-00809,1061,Filter Papers,3,$4.25,$12.75,South,In-store,False
21/04/2024,INV-00154,1163,Grinder,2,$129.00,$258.00,North,In-store,False
28/12/2023,INV-00469,1118,Mug Set,2,$24.00,$48.00,North,Online,False
26/02/2023,INV-01017,1310,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
28/03/2023,INV-00451,1114,Grinder,1,$129.00,$129.00,West,Online,False
08/05/2023,INV-00676,1279,Filter Papers,2,$4.25,$8.50,West,Online,False
18/12/2023,INV-00310,1006,Grinder,1,$129.00,$129.00,South,Online,False
14/07/2023,INV-00909,1004,Milk Frother,3,$39.90,$119.70,East,Online,False
12/02/2024,INV-00930,1223,Filter Papers,1,$4.25,$4.25,North,Online,False
14/03/2024,INV-00691,1238,Milk Frother,2,$39.90,$79.80,West,Online,False
12/08/2023,INV-00642,1272,Coffee Beans 1kg,3,$18.50,$55.50,South,Online,False
27/04/2023,INV-00763,1103,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
08/09/2023,INV-00617,1066,Filter Papers,2,$4.25,$8.50,,In-store,False
10/10/2023,INV-01105,1369,Grinder,3,$129.00,$387.00,West,Online,False
08/06/2023,INV-00705,1067,Grinder,3,$129.00,$387.00,South,Online,False
18/12/2023,INV-00721,1248,Espresso Machine,2,$449.00,$898.00,South,Online,False
17/09/2023,INV-01149,1220,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
27/12/2023,INV-00024,1360,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
17/10/2023,INV-00786,1188,Mug Set,3,$24.00,$72.00,East,Online,False
22/03/2023,INV-00191,1325,Filter Papers,3,$4.25,$12.75,South,Online,False
01/01/2024,INV-00109,1395,Grinder,1,$129.00,$129.00,South,In-store,False
19/05/2023,INV-01174,1165,Grinder,2,$129.00,$258.00,West,In-store,False
20/03/2024,INV-01109,1003,Coffee Beans 1kg,1,$18.50,$18.50,South,In-store,False
20/01/2023,INV-00157,1358,Espresso Machine,3,$449.00,"$1,347.00",West,In-store,False
18/08/2023,INV-00334,1222,Filter Papers,1,$4.25,$4.25,South,Online,False
28/06/2024,INV-00303,1393,Coffee Beans 1kg,2,$18.50,$37.00,North,In-store,False
09/06/2024,INV-00001,1019,Coffee Beans 1kg,3,$18.50,$55.50,East,Online,False
15/02/2024,INV-00807,1092,Filter Papers,3,$4.25,$12.75,East,Online,False
26/11/2023,INV-00223,1368,Milk Frother,3,$39.90,$119.70,South,In-store,False
17/10/2023,INV-00600,1171,Filter Papers,3,$4.25,$12.75,North,Online,False
31/05/2023,INV-01195,1181,Mug Set,1,$24.00,$24.00,West,In-store,False
23/04/2024,INV-00240,1033,Grinder,1,$129.00,$129.00,South,In-store,False
26/11/2023,INV-00044,1360,Coffee Beans 1kg,3,$18.50,$55.50,North,Online,False
24/08/2023,INV-00743,1199,Coffee Beans 1kg,3,$18.50,$55.50,East,Online,False
31/01/2024,INV-00732,1236,Grinder,2,$129.00,$258.00,East,Online,False
09/01/2024,INV-00734,1180,Filter Papers,1,$4.25,$4.25,South,Online,False
15/03/2024,INV-00934,1259,Coffee Beans 1kg,3,$18.50,$55.50,West,Online,False
19/01/2023,INV-00123,1193,Grinder,1,$129.00,$129.00,North,Online,False
28/09/2023,INV-00074,1005,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
08/10/2023,INV-00901,1054,Milk Frother,3,$39.90,$119.70,North,In-store,False
25/01/2024,INV-00283,1100,Mug Set,2,$24.00,$48.00,South,Online,False
15/07/2023,INV-00502,1204,Filter Papers,3,$4.25,$12.75,West,In-store,False
27/02/2024,INV-00105,1123,Milk Frother,1,$39.90,$39.90,South,Online,False
15/03/2023,INV-01026,1150,Filter Papers,1,$4.25,$4.25,South,Online,False
28/07/2023,INV-00645,1112,Coffee Beans 1kg,3,$18.50,$55.50,,Online,False
13/01/2024,INV-00315,1170,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
24/05/2024,INV-00118,1294,Filter Papers,3,$4.25,$12.75,West,In-store,False
26/02/2023,INV-00887,1306,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
